row,col,entry_date,geometry,centroid,CH4
15,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113403637,39.498056053],[9.17737071,39.497976067],[9.177290621,39.466439087],[9.113352431,39.466518983],[9.113403637,39.498056053]]]}","{""type"":""Point"",""coordinates"":[9.145354343,39.482248735]}",1913.2301025390625
15,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113403637,39.498056053],[9.17737071,39.497976067],[9.177290621,39.466439087],[9.113352431,39.466518983],[9.113403637,39.498056053]]]}","{""type"":""Point"",""coordinates"":[9.145354343,39.482248735]}",1913.2301025390625
15,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113403637,39.498056053],[9.17737071,39.497976067],[9.177290621,39.466439087],[9.113352431,39.466518983],[9.113403637,39.498056053]]]}","{""type"":""Point"",""coordinates"":[9.145354343,39.482248735]}",1913.2301025390625
15,9,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113403637,39.498056053],[9.17737071,39.497976067],[9.177290621,39.466439087],[9.113352431,39.466518983],[9.113403637,39.498056053]]]}","{""type"":""Point"",""coordinates"":[9.145354343,39.482248735]}",1913.2301025390625
16,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113352431,39.466518983],[9.177290621,39.466439087],[9.177210658,39.434901935],[9.113301306,39.434981742],[9.113352431,39.466518983]]]}","{""type"":""Point"",""coordinates"":[9.145288747,39.450711623]}",1918.6866455078125
16,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113352431,39.466518983],[9.177290621,39.466439087],[9.177210658,39.434901935],[9.113301306,39.434981742],[9.113352431,39.466518983]]]}","{""type"":""Point"",""coordinates"":[9.145288747,39.450711623]}",1918.6866455078125
16,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113352431,39.466518983],[9.177290621,39.466439087],[9.177210658,39.434901935],[9.113301306,39.434981742],[9.113352431,39.466518983]]]}","{""type"":""Point"",""coordinates"":[9.145288747,39.450711623]}",1918.6866455078125
16,9,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113352431,39.466518983],[9.177290621,39.466439087],[9.177210658,39.434901935],[9.113301306,39.434981742],[9.113352431,39.466518983]]]}","{""type"":""Point"",""coordinates"":[9.145288747,39.450711623]}",1918.6866455078125
17,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113301306,39.434981742],[9.177210658,39.434901935],[9.17713082,39.403364611],[9.113250261,39.40344433],[9.113301306,39.434981742]]]}","{""type"":""Point"",""coordinates"":[9.145223255,39.419174339]}",1918.6866455078125
17,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113301306,39.434981742],[9.177210658,39.434901935],[9.17713082,39.403364611],[9.113250261,39.40344433],[9.113301306,39.434981742]]]}","{""type"":""Point"",""coordinates"":[9.145223255,39.419174339]}",1918.6866455078125
17,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113301306,39.434981742],[9.177210658,39.434901935],[9.17713082,39.403364611],[9.113250261,39.40344433],[9.113301306,39.434981742]]]}","{""type"":""Point"",""coordinates"":[9.145223255,39.419174339]}",1918.6866455078125
17,9,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113301306,39.434981742],[9.177210658,39.434901935],[9.17713082,39.403364611],[9.113250261,39.40344433],[9.113301306,39.434981742]]]}","{""type"":""Point"",""coordinates"":[9.145223255,39.419174339]}",1918.6866455078125
18,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113250261,39.40344433],[9.17713082,39.403364611],[9.177051108,39.371827116],[9.113199296,39.371906746],[9.113250261,39.40344433]]]}","{""type"":""Point"",""coordinates"":[9.145157865,39.387636884]}",1920.958251953125
18,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113250261,39.40344433],[9.17713082,39.403364611],[9.177051108,39.371827116],[9.113199296,39.371906746],[9.113250261,39.40344433]]]}","{""type"":""Point"",""coordinates"":[9.145157865,39.387636884]}",1920.958251953125
18,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113250261,39.40344433],[9.17713082,39.403364611],[9.177051108,39.371827116],[9.113199296,39.371906746],[9.113250261,39.40344433]]]}","{""type"":""Point"",""coordinates"":[9.145157865,39.387636884]}",1920.958251953125
18,9,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113250261,39.40344433],[9.17713082,39.403364611],[9.177051108,39.371827116],[9.113199296,39.371906746],[9.113250261,39.40344433]]]}","{""type"":""Point"",""coordinates"":[9.145157865,39.387636884]}",1920.958251953125
19,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113199296,39.371906746],[9.177051108,39.371827116],[9.176971521,39.340289449],[9.113148411,39.34036899],[9.113199296,39.371906746]]]}","{""type"":""Point"",""coordinates"":[9.145092577,39.356099257]}",1920.958251953125
19,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113199296,39.371906746],[9.177051108,39.371827116],[9.176971521,39.340289449],[9.113148411,39.34036899],[9.113199296,39.371906746]]]}","{""type"":""Point"",""coordinates"":[9.145092577,39.356099257]}",1920.958251953125
19,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113199296,39.371906746],[9.177051108,39.371827116],[9.176971521,39.340289449],[9.113148411,39.34036899],[9.113199296,39.371906746]]]}","{""type"":""Point"",""coordinates"":[9.145092577,39.356099257]}",1920.958251953125
19,9,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113199296,39.371906746],[9.177051108,39.371827116],[9.176971521,39.340289449],[9.113148411,39.34036899],[9.113199296,39.371906746]]]}","{""type"":""Point"",""coordinates"":[9.145092577,39.356099257]}",1920.958251953125
20,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113148411,39.34036899],[9.176971521,39.340289449],[9.176892058,39.308751611],[9.113097605,39.308831063],[9.113148411,39.34036899]]]}","{""type"":""Point"",""coordinates"":[9.145027392,39.324561459]}",1919.278076171875
20,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113148411,39.34036899],[9.176971521,39.340289449],[9.176892058,39.308751611],[9.113097605,39.308831063],[9.113148411,39.34036899]]]}","{""type"":""Point"",""coordinates"":[9.145027392,39.324561459]}",1919.278076171875
20,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113148411,39.34036899],[9.176971521,39.340289449],[9.176892058,39.308751611],[9.113097605,39.308831063],[9.113148411,39.34036899]]]}","{""type"":""Point"",""coordinates"":[9.145027392,39.324561459]}",1919.278076171875
21,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113097605,39.308831063],[9.176892058,39.308751611],[9.176812721,39.277213601],[9.11304688,39.277292965],[9.113097605,39.308831063]]]}","{""type"":""Point"",""coordinates"":[9.144962309,39.293023489]}",1931.81982421875
21,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113097605,39.308831063],[9.176892058,39.308751611],[9.176812721,39.277213601],[9.11304688,39.277292965],[9.113097605,39.308831063]]]}","{""type"":""Point"",""coordinates"":[9.144962309,39.293023489]}",1931.81982421875
21,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.113097605,39.308831063],[9.176892058,39.308751611],[9.176812721,39.277213601],[9.11304688,39.277292965],[9.113097605,39.308831063]]]}","{""type"":""Point"",""coordinates"":[9.144962309,39.293023489]}",1931.81982421875
22,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.11304688,39.277292965],[9.176812721,39.277213601],[9.176733507,39.24567542],[9.112996234,39.245754695],[9.11304688,39.277292965]]]}","{""type"":""Point"",""coordinates"":[9.144897329,39.261485348]}",1931.81982421875
22,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.11304688,39.277292965],[9.176812721,39.277213601],[9.176733507,39.24567542],[9.112996234,39.245754695],[9.11304688,39.277292965]]]}","{""type"":""Point"",""coordinates"":[9.144897329,39.261485348]}",1931.81982421875
22,11,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240578254,39.27709932],[9.304343369,39.276950122],[9.304207023,39.245412234],[9.240470474,39.245561266],[9.240578254,39.27709932]]]}","{""type"":""Point"",""coordinates"":[9.272399768,39.261256913]}",1930.058837890625
23,11,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240470474,39.245561266],[9.304207023,39.245412234],[9.304070891,39.213874176],[9.240362863,39.214023041],[9.240470474,39.245561266]]]}","{""type"":""Point"",""coordinates"":[9.272277801,39.229718856]}",1922.7413330078125
23,11,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240470474,39.245561266],[9.304207023,39.245412234],[9.304070891,39.213874176],[9.240362863,39.214023041],[9.240470474,39.245561266]]]}","{""type"":""Point"",""coordinates"":[9.272277801,39.229718856]}",1922.7413330078125
23,11,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240470474,39.245561266],[9.304207023,39.245412234],[9.304070891,39.213874176],[9.240362863,39.214023041],[9.240470474,39.245561266]]]}","{""type"":""Point"",""coordinates"":[9.272277801,39.229718856]}",1922.7413330078125
24,6,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,6,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,6,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,6,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,6,2024-09-11T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,6,2024-09-12T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,6,2024-09-13T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921818682,39.214244772],[8.985527689,39.214270106],[8.985534158,39.182731434],[8.921853629,39.182706127],[8.921818682,39.214244772]]]}","{""type"":""Point"",""coordinates"":[8.953683541,39.198489285]}",1902.271240234375
24,11,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240362863,39.214023041],[9.304070891,39.213874176],[9.303934972,39.182335945],[9.240255421,39.182484644],[9.240362863,39.214023041]]]}","{""type"":""Point"",""coordinates"":[9.272156024,39.198180627]}",1890.0313720703125
24,11,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240362863,39.214023041],[9.304070891,39.213874176],[9.303934972,39.182335945],[9.240255421,39.182484644],[9.240362863,39.214023041]]]}","{""type"":""Point"",""coordinates"":[9.272156024,39.198180627]}",1890.0313720703125
24,11,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240362863,39.214023041],[9.304070891,39.213874176],[9.303934972,39.182335945],[9.240255421,39.182484644],[9.240362863,39.214023041]]]}","{""type"":""Point"",""coordinates"":[9.272156024,39.198180627]}",1890.0313720703125
24,12,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.304070891,39.213874176],[9.367778392,39.213690471],[9.367613997,39.182152446],[9.303934972,39.182335945],[9.304070891,39.213874176]]]}","{""type"":""Point"",""coordinates"":[9.335849548,39.198014434]}",1890.0313720703125
24,12,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.304070891,39.213874176],[9.367778392,39.213690471],[9.367613997,39.182152446],[9.303934972,39.182335945],[9.304070891,39.213874176]]]}","{""type"":""Point"",""coordinates"":[9.335849548,39.198014434]}",1890.0313720703125
24,12,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.304070891,39.213874176],[9.367778392,39.213690471],[9.367613997,39.182152446],[9.303934972,39.182335945],[9.304070891,39.213874176]]]}","{""type"":""Point"",""coordinates"":[9.335849548,39.198014434]}",1890.0313720703125
25,6,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921853629,39.182706127],[8.985534158,39.182731434],[8.985540617,39.15119259],[8.921888522,39.151167312],[8.921853629,39.182706127]]]}","{""type"":""Point"",""coordinates"":[8.953704233,39.16695054]}",1897.3780517578125
25,6,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921853629,39.182706127],[8.985534158,39.182731434],[8.985540617,39.15119259],[8.921888522,39.151167312],[8.921853629,39.182706127]]]}","{""type"":""Point"",""coordinates"":[8.953704233,39.16695054]}",1897.3780517578125
25,6,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921853629,39.182706127],[8.985534158,39.182731434],[8.985540617,39.15119259],[8.921888522,39.151167312],[8.921853629,39.182706127]]]}","{""type"":""Point"",""coordinates"":[8.953704233,39.16695054]}",1897.3780517578125
26,6,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921888522,39.151167312],[8.985540617,39.15119259],[8.985547066,39.119653575],[8.92192336,39.119628325],[8.921888522,39.151167312]]]}","{""type"":""Point"",""coordinates"":[8.953724893,39.135411623]}",1935.8583984375
26,8,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,8,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,8,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,8,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,8,2024-09-11T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,8,2024-09-12T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,8,2024-09-13T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.049192737,39.151183106],[9.112844772,39.151138858],[9.112794443,39.119599903],[9.049170797,39.119644101],[9.049192737,39.151183106]]]}","{""type"":""Point"",""coordinates"":[9.081000684,39.135392665]}",1859.9495849609373
26,9,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,9,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,9,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,9,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,9,2024-09-11T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,9,2024-09-12T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,9,2024-09-13T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.112844772,39.151138858],[9.176496612,39.151059848],[9.176417894,39.119520982],[9.112794443,39.119599903],[9.112844772,39.151138858]]]}","{""type"":""Point"",""coordinates"":[9.144638424,39.13533107]}",1863.8978271484373
26,11,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240148147,39.150946076],[9.303799266,39.150797543],[9.303663773,39.119258969],[9.240041041,39.119407337],[9.240148147,39.150946076]]]}","{""type"":""Point"",""coordinates"":[9.271913045,39.135103654]}",1885.8404541015625
26,11,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240148147,39.150946076],[9.303799266,39.150797543],[9.303663773,39.119258969],[9.240041041,39.119407337],[9.240148147,39.150946076]]]}","{""type"":""Point"",""coordinates"":[9.271913045,39.135103654]}",1885.8404541015625
26,11,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240148147,39.150946076],[9.303799266,39.150797543],[9.303663773,39.119258969],[9.240041041,39.119407337],[9.240148147,39.150946076]]]}","{""type"":""Point"",""coordinates"":[9.271913045,39.135103654]}",1885.8404541015625
26,11,2024-09-10T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.240148147,39.150946076],[9.303799266,39.150797543],[9.303663773,39.119258969],[9.240041041,39.119407337],[9.240148147,39.150946076]]]}","{""type"":""Point"",""coordinates"":[9.271913045,39.135103654]}",1885.8404541015625
26,13,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.367449861,39.150614248],[9.431099819,39.150396194],[9.430907555,39.118858069],[9.367285981,39.119075879],[9.367449861,39.150614248]]]}","{""type"":""Point"",""coordinates"":[9.399185786,39.13473727]}",1918.157470703125
26,13,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.367449861,39.150614248],[9.431099819,39.150396194],[9.430907555,39.118858069],[9.367285981,39.119075879],[9.367449861,39.150614248]]]}","{""type"":""Point"",""coordinates"":[9.399185786,39.13473727]}",1918.157470703125
26,13,2024-09-09T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.367449861,39.150614248],[9.431099819,39.150396194],[9.430907555,39.118858069],[9.367285981,39.119075879],[9.367449861,39.150614248]]]}","{""type"":""Point"",""coordinates"":[9.399185786,39.13473727]}",1918.157470703125
27,12,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.303663773,39.119258969],[9.367285981,39.119075879],[9.367122359,39.087537338],[9.303528493,39.087720224],[9.303663773,39.119258969]]]}","{""type"":""Point"",""coordinates"":[9.335400136,39.103399274]}",1859.8233642578125
28,6,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921958143,39.088089168],[8.985553505,39.088114389],[8.985559933,39.056575032],[8.921992872,39.056549839],[8.921958143,39.088089168]]]}","{""type"":""Point"",""coordinates"":[8.953766115,39.072333277]}",1906.349853515625
28,6,2024-09-08T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.921958143,39.088089168],[8.985553505,39.088114389],[8.985559933,39.056575032],[8.921992872,39.056549839],[8.921958143,39.088089168]]]}","{""type"":""Point"",""coordinates"":[8.953766115,39.072333277]}",1906.349853515625
28,13,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.367122359,39.087537338],[9.430715591,39.087319771],[9.430523929,39.055781302],[9.366958992,39.055998626],[9.367122359,39.087537338]]]}","{""type"":""Point"",""coordinates"":[9.3988302,39.071660429]}",1841.37744140625
28,14,2024-09-07T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[9.430715591,39.087319771],[9.494308081,39.087067523],[9.494088123,39.055529335],[9.430523929,39.055781302],[9.430715591,39.087319771]]]}","{""type"":""Point"",""coordinates"":[9.46240891,39.071425652]}",1841.37744140625
